============================================================
GENERATING AUGMENTED FORGED IMAGES
============================================================
Source: /home/swatson/work/MachineLearning/kaggle/ScientificImageForgeryDetection/train_images/forged
Output images: /home/swatson/work/MachineLearning/kaggle/ScientificImageForgeryDetection/train_images/forged_augmented
Output masks: /home/swatson/work/MachineLearning/kaggle/ScientificImageForgeryDetection/train_masks_augmented
Augmentations per image: 3

Found 2751 forged images
  Progress: 0/2751
Error augmenting 10296.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (81, 113)
Error augmenting 20751.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 20751.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 20800.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (273, 1615)
Error augmenting 20833.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (1325, 132)
Error augmenting 209.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (1501, 233)
Error augmenting 21034.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (287, 1440)
Error augmenting 21375.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 21540.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 21603.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (360, 360)
Error augmenting 21603.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (360, 360)
Error augmenting 21603.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (360, 360)
Error augmenting 21728.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (101, 610)
Error augmenting 21851.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (360, 360)
Error augmenting 22164.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (360, 360)
Error augmenting 2230.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (479, 283)
Error augmenting 22323.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (92, 569)
Error augmenting 22797.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (199, 192)
Error augmenting 22834.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 23105.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (89, 820)
Error augmenting 23391.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (98, 723)
Error augmenting 23391.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (98, 723)
Error augmenting 2357.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (187, 1451)
Error augmenting 23772.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (157, 1295)
Error augmenting 23860.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 320)
Error augmenting 23868.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (262, 2225)
Error augmenting 24147.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (135, 616)
Error augmenting 24147.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (135, 616)
Error augmenting 24348.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 320)
Error augmenting 24386.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (264, 241)
Error augmenting 24386.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (264, 241)
Error augmenting 24615.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 320)
Error augmenting 24635.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (268, 297)
Error augmenting 24686.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 24755.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (1259, 80)
Error augmenting 2476.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 25003.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 25124.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (141, 340)
Error augmenting 25344.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (361, 448)
Error augmenting 25434.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (96, 416)
Error augmenting 25520.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 25749.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (360, 360)
Error augmenting 26015.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 26121.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (64, 1192)
Error augmenting 26206.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (85, 549)
Error augmenting 26208.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (288, 149)
Error augmenting 26292.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (110, 602)
Error augmenting 26313.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (75, 1067)
Error augmenting 26370.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (360, 360)
Error augmenting 26499.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (164, 1015)
Error augmenting 26523.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 26606.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 320)
Error augmenting 26606.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (320, 256)
Error augmenting 26894.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (117, 565)
Error augmenting 26929.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (273, 232)
Error augmenting 27300.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 320)
Error augmenting 27606.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 27606.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 27705.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 27722.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (513, 223)
Error augmenting 27862.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (2415, 179)
Error augmenting 27862.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (179, 2415)
Error augmenting 28213.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 320)
Error augmenting 28245.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (1123, 86)
Error augmenting 28279.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 28355.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 28465.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 28496.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 2855.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (115, 662)
Error augmenting 287.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (343, 1021)
Error augmenting 28800.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 28949.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (113, 698)
Error augmenting 29025.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (270, 1668)
Error augmenting 29076.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (436, 638)
Error augmenting 29076.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (436, 638)
Error augmenting 29464.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 29464.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 29466.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (135, 475)
Error augmenting 29466.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (135, 475)
Error augmenting 29503.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (94, 405)
Error augmenting 29535.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (157, 787)
Error augmenting 29605.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 320)
Error augmenting 29607.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 320)
Error augmenting 2966.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 2966.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 30050.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (704, 204)
Error augmenting 30307.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (159, 1306)
Error augmenting 30340.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 30389.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 30389.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 30572.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 30629.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (379, 470)
Error augmenting 30629.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (379, 470)
  Progress: 1000/2751
Error augmenting 31040.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (135, 1443)
Error augmenting 31086.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (287, 1440)
Error augmenting 3110.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (941, 167)
Error augmenting 31186.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (360, 360)
Error augmenting 31186.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (360, 360)
Error augmenting 31725.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (381, 538)
Error augmenting 31725.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (538, 381)
Error augmenting 31907.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 31956.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (360, 360)
Error augmenting 32139.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (360, 360)
Error augmenting 32139.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (360, 360)
Error augmenting 32201.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (212, 1083)
Error augmenting 32259.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (360, 360)
Error augmenting 32259.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (360, 360)
Error augmenting 32973.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (121, 467)
Error augmenting 32989.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (144, 794)
Error augmenting 33041.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (360, 360)
Error augmenting 33064.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (360, 360)
Error augmenting 33296.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (302, 518)
Error augmenting 33686.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (204, 1662)
Error augmenting 33735.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (104, 419)
Error augmenting 33735.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (104, 419)
Error augmenting 33735.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (104, 419)
Error augmenting 339.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (220, 821)
Error augmenting 34005.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 34036.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (270, 750)
Error augmenting 34211.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (94, 366)
Error augmenting 34526.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (186, 875)
Error augmenting 34769.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (498, 246)
Error augmenting 34908.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 320)
Error augmenting 35035.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (100, 686)
Error augmenting 35385.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (152, 1305)
Error augmenting 35570.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (69, 517)
Error augmenting 35570.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (69, 517)
Error augmenting 35578.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (564, 179)
Error augmenting 35850.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (297, 204)
Error augmenting 35871.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 3598.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (243, 1138)
Error augmenting 36035.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 36035.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 36106.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (133, 609)
Error augmenting 36705.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (360, 360)
Error augmenting 36705.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (360, 360)
Error augmenting 36715.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 320)
Error augmenting 36949.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (360, 360)
Error augmenting 37143.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (131, 546)
Error augmenting 37528.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 320)
Error augmenting 37783.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (483, 251)
Error augmenting 37816.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (121, 963)
Error augmenting 37827.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (419, 1539)
Error augmenting 37830.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 37880.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (246, 226)
Error augmenting 37880.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (246, 226)
Error augmenting 37966.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (360, 360)
Error augmenting 37980.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (68, 391)
Error augmenting 38038.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (102, 986)
Error augmenting 38160.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (264, 1267)
Error augmenting 38205.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 38471.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 38613.png (aug 2): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 38625.png (aug 1): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
Error augmenting 39015.png (aug 0): Crop size (height, width) exceeds image dimensions (height, width): (480, 480) vs (256, 256)
